id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,style_id
8732020310,260000,4,2.25,2160,8811,1,0,8,1360,800,1978,98023,27.726,-97.3755,4
2331300505,822500,5,3.5,2320,4960,2,0,7,1720,600,1926,98103,41.0886,-85.1437,1
7853210060,430000,4,2.5,2070,4310,2,0,7,2070,0,2004,98065,33.7366,-117.8819,5
3668000070,212000,3,1.75,1060,7875,1,0,7,1060,0,1986,98092,43.0235,-83.6922,4
9545240070,660500,4,2.25,2010,9603,1,0,8,1440,570,1986,98027,35.0846,-78.9776,3
1243100136,784000,3,3.5,3950,111078,1.5,0,9,2460,1490,1989,98052,32.3163,-90.2124,3
8929000270,453246,3,2.5,2010,2287,2,0,8,1390,620,2014,98029,38.4458,-122.7067,7
2767602356,675000,4,3.5,2140,2278,3,0,9,2140,0,2005,98107,42.7142,-84.5601,4
921049315,199000,3,1.75,1320,17390,1,0,7,1320,0,1956,98003,18.4037,-66.0636,5
3655000070,220000,4,1.75,2020,7840,1,0,7,1010,1010,1968,98003,38.0423,-84.4587,1
4027700812,452000,4,2.25,2590,10002,1,0,8,1340,1250,1968,98028,42.2755,-83.7312,4
3992700335,382500,2,1,1190,4440,1,0,6,1190,0,1981,98125,36.0133,-115.038,7
2767603505,519950,3,2.25,1170,1249,3,0,8,1170,0,2014,98107,34.6988,-86.6412,5
4232901525,665000,2,1,1110,3200,1,0,7,1110,0,1925,98119,30.6783,-88.1162,3
1777500060,527700,5,2.5,2820,9375,1,0,8,1550,1270,1968,98006,40.5478,-105.0656,7
1432900240,205000,3,1,1610,8579,1,0,7,1010,600,1962,98058,35.5704,-82.5536,5
6140100875,420000,3,1,1060,8097,1,0,7,940,120,1923,98133,34.4175,-118.4964,1
6071600370,500000,4,2.25,2030,8517,1,0,8,1380,650,1961,98006,44.9477,-93.104,7
1526069017,921500,4,2.5,3670,315374,2,0,9,3670,0,1994,98077,37.9789,-121.7958,6
809001525,890000,4,1,2550,4000,2,0,8,2370,180,1905,98109,28.0556,-81.9545,7
3224079105,430000,2,2.5,2420,60984,2,0,7,2420,0,2007,98027,40.2236,-74.7641,6
8075400570,258000,5,2,2260,12500,1,0,8,1130,1130,1960,98032,40.809,-96.6788,7
1994200024,511000,3,1,1430,3455,1,0,7,980,450,1947,98103,37.1943,-93.2916,7
3362900810,532170,3,2,1360,3090,2,0,8,1360,0,1990,98103,61.1508,-149.1091,7
1324300398,560000,3,1,1110,5000,1.5,0,7,1110,0,1947,98107,33.0502,-96.7487,6
537000445,282950,3,1,1250,8200,1,0,7,1250,0,1954,98003,33.6772,-117.7738,4
7855801670,2.25E+06,4,3.25,5180,19850,2,0,12,3540,1640,2006,98006,41.5563,-90.6052,1
7920100045,350000,1,1,700,5100,1,0,7,700,0,1942,98115,42.2597,-89.0641,7
8960000030,215000,3,1,1180,7669,1,0,7,1180,0,1967,98058,40.7245,-74.1725,1
6388930390,650000,5,3.5,3960,25245,2,0,9,2500,1460,1996,98056,41.6767,-86.2696,4
8731900200,320000,4,2.75,2640,7500,1,0,8,1620,1020,1967,98023,32.4656,-93.7956,3
8029200135,247000,3,2,1270,7198,1.5,0,7,1270,0,1916,98022,42.379,-88.0811,6
1081200350,320000,4,1.75,1760,11180,1,0,8,1760,0,1968,98059,32.0281,-81.1784,1
84000105,255000,5,2.25,2060,8632,1,0,7,1030,1030,1962,98146,33.7096,-78.8843,5
3756500060,438000,3,1.75,1780,9660,1,0,7,1780,0,1962,98034,32.6281,-117.0145,4
7215720160,900000,3,2.5,3400,16603,2,0,10,3400,0,2000,98075,44.0563,-123.1173,7
3574800520,441000,3,2.75,1910,7280,1,0,7,1160,750,1979,98034,40.8075,-81.3677,5
2617300160,420000,3,2,2020,38332,1,0,7,1010,1010,1975,98027,33.5659,-101.8878,6
2558660270,370000,3,1.75,1580,7000,1,0,7,1180,400,1976,98034,40.34,-75.9267,1
2009000370,269950,2,1.75,1340,7250,1,0,5,700,640,1949,98198,28.0118,-81.7017,6
1836980160,807100,4,2.5,2680,4499,2,0,9,2680,0,1999,98006,44.9231,-123.0246,1
3261020370,653000,3,2.5,2680,9750,1,0,8,1610,1070,1979,98034,27.7931,-82.6652,4
1755700060,371500,3,2,1370,8336,1,0,7,1370,0,1964,98133,30.2084,-92.0323,5
4330600435,284000,3,1.75,1560,21000,1,0,7,1560,0,1954,98166,27.5629,-99.4875,7
9542800700,272000,3,1.75,2160,7140,1,0,7,1670,490,1978,98023,40.7161,-74.0682,1
1999700045,313000,3,1.5,1340,7912,1.5,0,7,1340,0,1955,98133,35.3933,-80.6366,6
1762600070,917500,4,2.5,3880,35003,2,0,10,2570,1310,1984,98033,32.51,-84.8771,6
1687900520,673000,4,2.25,2590,8190,2,0,8,2590,0,1980,98006,33.2826,-111.8516,1
7234600798,425000,3,2.5,1120,1100,2,0,8,820,300,2008,98122,33.2015,-96.6669,3
3881900445,399950,5,2.75,1970,5400,1,0,7,1320,650,1986,98144,33.6872,-111.8651,2
2254502445,385000,3,1,1220,4800,1,0,6,1220,0,1901,98122,31.0754,-97.7296,7
5437810320,269950,3,1.5,1950,7560,1,0,7,1320,630,1975,98022,30.4551,-84.2526,3
9158100075,330000,2,1,1350,8220,1,0,7,1060,290,1949,98177,40.752,-89.6153,3
3830630310,260000,3,2.5,1670,5797,2,0,7,1670,0,1988,98030,34.21,-77.8866,3
8123100045,470000,4,3,2380,5125,1.5,0,7,1680,700,1925,98126,32.3473,-86.2666,7
3127200041,589000,4,3,2440,9600,2,0,7,2440,0,1961,98034,33.3101,-111.7463,1
6661200320,163500,2,1.5,1050,3419,2,0,7,1050,0,1996,98038,33.5791,-112.2311,3
11510310,835000,4,2.75,3130,13412,2,0,9,2140,990,1993,98052,36.288,-115.0901,7
825059270,1.10E+06,5,3,4090,12850,1,0,10,2090,2000,1986,98033,36.6778,-76.3024,6
8731951370,269000,4,1.75,1490,10000,1,0,8,1100,390,1969,98023,41.6722,-70.3599,5
1954440060,560000,3,2.5,1900,8744,2,0,8,1900,0,1987,98074,36.8945,-76.259,6
2264500350,615000,4,1,1330,2400,1.5,0,6,1330,0,1901,98103,37.5265,-121.9852,4
1115810060,585188,3,2.25,2230,10026,1,0,8,1430,800,1975,98052,46.1978,-119.1732,5
9477200200,305000,3,1.75,1650,9480,1,0,7,1220,430,1977,98034,32.91,-96.6305,6
1432600560,166950,3,1,1190,8820,1,0,6,1190,0,1959,98058,32.8584,-96.9702,5
2287000060,799000,3,2.5,2140,9897,1,0,8,2140,0,1959,98040,36.3276,-119.3269,4
3663500060,400000,3,2.5,2180,7508,1,0,7,1420,760,1962,98133,39.3797,-74.4527,3
3996900125,230000,3,1,1060,10228,1,0,7,1060,0,1948,98155,36.0807,-115.1369,3
7796450200,256883,3,2.5,1690,5025,2,0,8,1690,0,2003,98023,42.7491,-71.491,7
7549802535,423000,4,2,1970,6480,1.5,0,7,1130,840,1920,98108,38.8786,-77.1011,4
3278600320,465000,3,2.5,2150,4084,2,0,8,2150,0,2007,98126,25.8696,-80.3046,2
2824079053,440000,3,2.5,1910,66211,2,0,7,1910,0,1997,98024,39.9651,-76.7315,4
1222069094,385000,3,1.75,1350,155073,1,0,7,1350,0,1969,98038,37.9881,-87.5341,6
3542300060,210000,3,1,860,11725,1,0,6,860,0,1943,98056,33.3858,-112.3236,2
2222059065,297000,3,2.5,1940,14952,2,0,8,1940,0,1994,98042,25.998,-97.4565,7
7551300060,470000,3,1,1010,5000,1,0,7,1010,0,1952,98107,30.4271,-89.0703,5
100600550,226500,3,1.5,1300,7370,1,0,7,900,400,1976,98023,44.2779,-88.3891,1
3211100860,274250,3,1,910,8450,1,0,6,910,0,1962,98059,47.5436,-122.7122,2
3456000310,840000,4,1.75,2480,11010,1,0,9,1630,850,1966,98040,35.7425,-81.323,4
9526600140,677900,3,2.5,2440,4587,2,0,8,2440,0,2010,98052,47.2431,-122.4531,5
7465900060,425000,3,1,1010,5864,1,0,7,1010,0,1915,98116,34.1417,-117.2946,7
1222000055,180250,2,0.75,900,9600,1,0,6,900,0,1941,98166,30.5852,-96.296,6
6300000550,464000,6,3,2300,3404,2,0,7,1600,700,1920,98133,42.2749,-85.5882,6
2310030510,320000,4,2.25,1550,7579,2,0,8,1550,0,1993,98038,34.1914,-118.8755,3
1025049114,625504,3,2.25,1270,1566,2,0,8,1060,210,2014,98105,37.2785,-79.958,6
8677300550,592500,4,2.5,2240,12032,1,0,9,2240,0,1983,98074,34.0968,-117.4599,1
4014400292,465000,3,2.5,2714,17936,2,0,9,2714,0,2005,98001,33.9244,-117.2045,3
1102000196,477000,4,2.75,1720,6270,2,0,8,1720,0,1978,98118,27.0577,-82.1975,3
257000138,280000,2,1,850,16400,1,0,6,850,0,1923,98168,46.8652,-96.8292,1
46100204,1.51E+06,5,3,3300,33474,1,0,9,1870,1430,1957,98040,44.515,-87.9896,5
1909600046,445838,3,2.5,2250,5692,2,0,8,2250,0,2000,98146,36.0987,-115.2619,3
1250202145,1.07E+06,2,2.25,3900,14864,1,0,8,1950,1950,1947,98144,35.1988,-101.8311,2
7611200125,467000,2,1.5,1320,10800,1,0,8,1320,0,1947,98177,43.6773,-70.2715,7
5611500140,686000,4,2.5,2760,6440,2,0,10,2760,0,1999,98075,34.4285,-119.7202,7
7138000260,279950,3,2,1750,9750,1,0,7,1350,400,1961,98198,29.6804,-82.3458,4
626059335,527000,4,2.25,2330,19436,2,0,8,2330,0,1987,98011,47.0417,-122.8959,5
1922059282,325000,3,2.25,2220,16020,1,0,8,1780,440,1966,98030,33.1555,-96.8215,3
705700390,328000,3,2.25,2020,8379,2,0,7,2020,0,1994,98038,40.9466,-73.8674,4
7454001200,390000,3,2.25,1250,7500,1,0,7,1250,0,1942,98146,41.5495,-72.0882,5
8682281200,479950,2,2,1510,6516,1,0,8,1510,0,2005,98053,34.1818,-118.2468,4
7972000200,264950,4,2.25,1720,9753,1,0,7,1120,600,1978,98023,33.696,-118.0025,2
722059070,235000,3,1,1430,15246,1,0,7,980,450,1961,98031,28.905,-81.2137,3
7202340400,516500,3,2.5,1480,4729,2,0,7,1480,0,2004,98053,41.7637,-88.2901,6
8096000060,655000,2,1.75,1450,15798,2,1,7,1230,220,1915,98166,33.3881,-111.9318,2
2424000060,500000,4,2.75,2280,15347,1,0,7,2280,0,1960,98059,38.887,-94.687,1
9264902050,315000,6,2.75,2940,7350,1,0,8,1780,1160,1978,98023,32.6872,-97.0209,5
943100260,213000,2,1,1000,10200,1,0,6,1000,0,1961,98024,36.1785,-115.049,6
3677400445,475000,3,1.5,2480,5280,1.5,0,7,1620,860,1947,98108,31.5598,-97.1881,4
1762600320,1.03E+06,5,4,3760,28040,2,0,10,3760,0,1983,98033,36.6884,-121.6317,2
4058000060,416000,3,2,2220,94300,1,0,7,1640,580,1976,98010,41.5583,-73.0361,3
7228500560,410000,4,1,1970,4740,1.5,0,7,1670,300,1904,98122,36.5695,-87.342,7
326069104,800000,3,3.5,3830,221284,2,0,10,3530,300,1993,98077,41.9665,-91.6782,1
5152100060,472000,6,2.5,4410,14034,1,0,9,2350,2060,1965,98003,43.5397,-96.732,6
3584000310,225000,3,1.75,1430,8505,1,0,7,1430,0,1968,98003,38.4109,-82.4344,2
8150100045,210000,2,1,830,6000,1,0,6,830,0,1940,98126,34.0393,-117.6064,5
1868901275,455000,2,1,1430,5000,1.5,0,7,1430,0,1925,98115,39.6401,-77.7217,7
6131600075,225000,3,1,1300,8316,1,0,6,1300,0,1954,98002,42.1168,-80.0733,3
9468200125,480000,2,1,1030,3060,1,0,7,790,240,1918,98103,45.6366,-122.5967,3
8029510030,363000,3,2.5,2740,11872,2,0,9,2740,0,1990,98023,43.5845,-116.5631,4
2025069065,2.40E+06,4,2.5,3650,8354,1,1,9,1830,1820,2000,98074,34.9437,-81.9257,1
7899800890,181000,2,1.5,720,5120,1,0,6,720,0,1954,98106,35.2494,-81.1853,3
3021059276,250000,4,2,2010,7312,1,0,7,2010,0,1976,98002,26.1412,-80.1464,2
3797001895,481000,3,1.75,1560,3000,1,0,6,770,790,1918,98103,41.4409,-82.184,3
3832710960,260000,3,2,1810,7209,1,0,7,1240,570,1978,98032,35.8492,-86.4119,5
1310430400,455000,4,2.5,3360,7685,2,0,9,3360,0,2001,98058,35.9907,-79.9938,6
1422300030,415000,3,2.25,1510,36224,2,0,8,1510,0,1991,98045,37.1051,-76.5185,6
1105000588,349500,3,1,1400,3538,1,0,7,800,600,1953,98118,34.1248,-117.5666,5
3830630060,245000,3,2.5,1730,7442,2,0,7,1730,0,1987,98030,33.7341,-116.9969,4
5101404898,592500,2,2,1420,9191,1.5,0,7,1420,0,1928,98115,36.9789,-122.0346,5
7972601890,385000,4,1.75,2360,7620,1,0,7,1180,1180,1955,98106,41.4016,-73.471,4
5127001620,315000,3,1.75,1580,11455,1,0,7,1200,380,1974,98059,33.7844,-112.2989,3
9407100800,255000,3,1,1230,10170,1,0,7,1230,0,1979,98045,33.2247,-117.3083,4
1873100060,693000,4,2.5,2460,4425,2,0,8,2460,0,2006,98052,38.416,-121.3842,1
8722101360,780000,3,1,1660,4400,1.5,0,8,1460,200,1911,98112,26.0128,-80.3382,1
8644000060,237000,3,1.75,1270,8470,1,0,7,1270,0,1960,98198,38.1133,-122.2358,4
3325069129,525000,3,2.25,2100,40510,2,0,10,1320,780,1979,98074,33.7787,-117.9601,5
1400300055,425000,2,1,770,5040,1,0,5,770,0,1930,98144,36.0164,-115.2208,5
2123039032,369900,1,0.75,760,10079,1,1,5,760,0,1936,98070,42.3372,-122.8537,3
8078560140,290000,4,2.5,1700,7280,2,0,7,1700,0,1988,98031,35.782,-78.8191,6
3438500192,285000,3,1,1120,10701,1,0,7,1120,0,1954,98106,48.0809,-122.1561,5
7974200510,415000,2,1,1070,4500,1,0,7,1070,0,1937,98115,33.8616,-117.5649,1
2557000400,272500,3,2.5,2070,9900,1,0,8,1420,650,1979,98023,29.178,-82.1511,2
7960900060,2.90E+06,4,3.25,5050,20100,1.5,0,11,4750,300,1982,98004,38.2992,-77.4872,1
4054500390,1.37E+06,4,4.75,5310,57346,2,0,11,5310,0,1989,98077,34.2903,-83.8301,1
6378500125,436000,2,1,1040,7538,1,0,7,1040,0,1939,98133,42.9848,-71.4447,6
1745100140,210000,3,1,1700,11390,1,0,7,1700,0,1967,98003,18.3793,-66.1635,7
2976800796,236000,3,1,1300,5898,1,0,7,1300,0,1961,98178,40.1144,-88.2735,1
4235400186,331000,3,1.75,1080,1306,1,0,7,580,500,1954,98199,38.8185,-77.0861,5
4215100060,365000,3,2.5,2653,4510,2,0,8,2653,0,2006,98031,37.6328,-122.0772,3
9189700045,450000,3,2,2290,16258,1,0,8,2290,0,1960,98058,39.771,-89.6538,1
1126049053,770000,4,2.75,3820,26300,2,0,9,2850,970,2014,98028,39.6977,-105.1168,3
2022069200,455000,4,2.5,2210,49375,1,0,8,2210,0,1997,98038,40.399,-86.8594,2
9412900055,405000,3,1.75,2390,6000,1,0,6,1240,1150,1908,98118,39.4336,-77.4141,6
